bioproject,study_title,n_samples,paper_pmid,paper_doi,paper_title,paper_abstract_excerpt,search_status
PRJNA697422,"Rhizosphere microbial communities from Sorghum plant, Scottsbluff, Nebraska, USA - SB0503WE14Z070717_5287 metagenome",1,,,,,pending
PRJNA697423,"Rhizosphere microbial communities from Sorghum plant, Central City, Nebraska, USA - CC0512FE14Z071817_5357 metagenome",1,,,,,pending
PRJNA697424,"Rhizosphere microbial communities from Sorghum plant, Central City, Nebraska, USA - SB0710WE14Z080117_6839 metagenome",1,,,,,pending
PRJNA697425,"Rhizosphere microbial communities from Sorghum plant, Scottsbluff, Nebraska, USA - SB0409DE14Z080117_6708 metagenome",1,,,,,pending
PRJNA697772,Mortierella elongata AD073 and its bacterial endosymbionts - Endophytes metagenome,2,,,,,pending
PRJNA698060,Genome-wide association study of citrus microbiome,68,,,,,pending
PRJNA701747,Metagenomics Study of Pomegranate Rhizospheric Soil,3,,,,,pending
PRJNA703972,Metagenomic sequencing of the Spartina alterniflora root microbiome,8,,,,,pending
PRJNA707653,,3,,,,,pending
PRJNA708254,Soil acidification of a Christmas tree plantation,6,,,,,pending
PRJNA710504,"Rhizosphere soil microbial communities from rice plant in Newark, Delaware, United States - Rhiz_9GH_GED metagenome",1,,,,,pending
PRJNA710633,"Rhizosphere microbial communities from Sorghum plant, Central City, Nebraska, USA - CC1030F_E14_070516_91 metagenome",1,,,,,pending
PRJNA710634,"Rhizosphere microbial communities from Sorghum plant, Central City, Nebraska, USA - CC0624L_E14_070516_95 metagenome",1,,,,,pending
PRJNA710635,"Rhizosphere microbial communities from Sorghum plant, Central City, Nebraska, USA - CC1030L_E14_070516_97 metagenome",1,,,,,pending
PRJNA710636,"Rhizosphere microbial communities from Sorghum plant, Central City, Nebraska, USA - CC0126L_E14_070516_92 metagenome",1,,,,,pending
PRJNA710637,"Rhizosphere microbial communities from Sorghum plant, Central City, Nebraska, USA - SB0225D_E14_070716_130 metagenome",1,,,,,pending
PRJNA710638,"Rhizosphere microbial communities from Sorghum plant, Scottsbluff, Nebraska, USA - SB0926D_E14_070716_133 metagenome",1,,,,,pending
PRJNA710639,"Rhizosphere microbial communities from Sorghum plant, Scottsbluff, Nebraska, USA - SB1023D_E14_070716_134 metagenome",1,,,,,pending
PRJNA710640,"Rhizosphere microbial communities from Sorghum plant, Scottsbluff, Nebraska, USA - SB0117W_E14_070716_123 metagenome",1,,,,,pending
PRJNA710641,"Rhizosphere microbial communities from Sorghum plant, Scottsbluff, Nebraska, USA - SB0627W_E14_070716_126 metagenome",1,,,,,pending
PRJNA710642,"Rhizosphere microbial communities from Sorghum plant, Scottsbluff, Nebraska, USA - SB0926W_E14_070716_127 metagenome",1,,,,,pending
PRJNA710643,"Rhizosphere microbial communities from Sorghum plant, Central City, Nebraska, USA - CC0530F_E14_072516_1294 metagenome",1,,,,,pending
PRJNA710644,"Rhizosphere microbial communities from Sorghum plant, Central City, Nebraska, USA - CC0826F_E14_072516_1472 metagenome",1,,,,,pending
PRJNA710645,"Rhizosphere microbial communities from Sorghum plant, Central City, Nebraska, USA - CC0913F_E14_072516_1519 metagenome",1,,,,,pending
PRJNA710646,"Rhizosphere microbial communities from Sorghum plant, Central City, Nebraska, USA - CC0624L_E14_072516_1379 metagenome",1,,,,,pending
PRJNA710647,"Rhizosphere microbial communities from Sorghum plant, Central City, Nebraska, USA - CC0727L_E14_072516_1442 metagenome",1,,,,,pending
PRJNA710648,"Rhizosphere microbial communities from Sorghum plant, Central City, Nebraska, USA - CC0913L_E14_072516_1610 metagenome",1,,,,,pending
PRJNA710649,"Rhizosphere microbial communities from Sorghum plant, Central City, Nebraska, USA - SB0430D_E14_080116_2581 metagenome",1,,,,,pending
PRJNA710650,"Rhizosphere microbial communities from Sorghum plant, Scottsbluff, Nebraska, USA - SB0714D_E14_080116_2979 metagenome",1,,,,,pending
PRJNA710651,"Rhizosphere microbial communities from Sorghum plant, Scottsbluff, Nebraska, USA - SB0627D_E14_080116_2630 metagenome",1,,,,,pending
PRJNA710652,"Rhizosphere microbial communities from Sorghum plant, Scottsbluff, Nebraska, USA - SB0515W_E14_080116_2592 metagenome",1,,,,,pending
PRJNA710653,"Rhizosphere microbial communities from Sorghum plant, Scottsbluff, Nebraska, USA - SB0627W_E14_080116_2618 metagenome",1,,,,,pending
PRJNA710654,"Rhizosphere microbial communities from Sorghum plant, Scottsbluff, Nebraska, USA - SB0926W_E14_080116_2642 metagenome",1,,,,,pending
PRJNA710655,"Rhizosphere microbial communities from Sorghum plant, Central City, Nebraska, USA - CC0126F_E14_082316_1792 metagenome",1,,,,,pending
PRJNA710656,"Rhizosphere microbial communities from Sorghum plant, Central City, Nebraska, USA - CC0415F_E14_082316_1937 metagenome",1,,,,,pending
PRJNA710657,"Rhizosphere microbial communities from Sorghum plant, Central City, Nebraska, USA - CC0913F_E14_082316_2156 metagenome",1,,,,,pending
PRJNA710658,"Rhizosphere microbial communities from Sorghum plant, Central City, Nebraska, USA - CC0218L_E14_082316_1902 metagenome",1,,,,,pending
PRJNA710659,"Rhizosphere microbial communities from Sorghum plant, Central City, Nebraska, USA - CC0530L_E14_082316_2047 metagenome",1,,,,,pending
PRJNA710660,"Rhizosphere microbial communities from Sorghum plant, Central City, Nebraska, USA - CC0913L_E14_082316_2192 metagenome",1,,,,,pending
PRJNA710661,"Rhizosphere microbial communities from Sorghum plant, Central City, Nebraska, USA - SB0117D_E14_082716_2253 metagenome",1,,,,,pending
PRJNA710662,"Rhizosphere microbial communities from Sorghum plant, Scottsbluff, Nebraska, USA - SB0515D_E14_082716_2398 metagenome",1,,,,,pending
PRJNA710663,"Rhizosphere microbial communities from Sorghum plant, Scottsbluff, Nebraska, USA - SB0926D_E14_082716_2496 metagenome",1,,,,,pending
PRJNA710664,"Rhizosphere microbial communities from Sorghum plant, Scottsbluff, Nebraska, USA - SB0117W_E14_082716_2228 metagenome",1,,,,,pending
PRJNA710665,"Rhizosphere microbial communities from Sorghum plant, Scottsbluff, Nebraska, USA - SB0627W_E14_082716_2423 metagenome",1,,,,,pending
PRJNA710666,"Rhizosphere microbial communities from Sorghum plant, Scottsbluff, Nebraska, USA - SB0926W_E14_082716_2472 metagenome",1,,,,,pending
PRJNA710723,"Rhizosphere microbial communities from Sorghum plant, Scottsbluff, Nebraska, USA - SB0503WE14Z082817_5613 metagenome",1,,,,,pending
PRJNA710724,"Rhizosphere microbial communities from Sorghum plant, Central City, Nebraska, USA - CC0113LE14Z081617_5520 metagenome",1,,,,,pending
PRJNA710725,"Rhizosphere microbial communities from Sorghum plant, Central City, Nebraska, USA - CC0821LE14Z071817_5372 metagenome",1,,,,,pending
PRJNA710726,"Rhizosphere microbial communities from Sorghum plant, Central City, Nebraska, USA - CC0821LE14Z081617_5554 metagenome",1,,,,,pending
PRJNA710727,"Rhizosphere microbial communities from Sorghum plant, Scottsbluff, Nebraska, USA - SB0116WE14Z082817_5593 metagenome",1,,,,,pending
PRJNA710728,"Rhizosphere microbial communities from Sorghum plant, Central City, Nebraska, USA - CC0311LE14Z062817_5210 metagenome",1,,,,,pending
PRJNA710729,"Rhizosphere microbial communities from Sorghum plant, Central City, Nebraska, USA - CC0311FE14Z081617_5533 metagenome",1,,,,,pending
PRJNA710730,"Rhizosphere microbial communities from Sorghum plant, Central City, Nebraska, USA - CC0612LE14Z071817_5366 metagenome",1,,,,,pending
PRJNA710731,"Rhizosphere microbial communities from Sorghum plant, Central City, Nebraska, USA - CC0612FE14Z071817_5363 metagenome",1,,,,,pending
PRJNA710738,"Rhizosphere microbial communities from Sorghum plant, Central City, Nebraska, USA - CC0218F_E14_070516_87 metagenome",1,,,,,pending
PRJNA710739,"Rhizosphere microbial communities from Sorghum plant, Central City, Nebraska, USA - CC0624F_E14_070516_89 metagenome",1,,,,,pending
PRJNA712343,"Enriched cells from switchgrass rhizosphere in EcoFAB chamber, Walnut Creek, California, United States - Plant-Nitrogen_A SG_1 metagenome",1,,,,,pending
PRJNA712344,"Enriched cells from switchgrass rhizosphere in EcoFAB chamber, Walnut Creek, California, United States - Plant-Nitrogen_B SG_2 metagenome",1,,,,,pending
PRJNA712345,"Enriched cells from switchgrass rhizosphere in EcoFAB chamber, Walnut Creek, California, United States - Plant-Nitrogen_C SG_3 metagenome",1,,,,,pending
PRJNA712346,"Enriched cells from switchgrass rhizosphere in EcoFAB chamber, Walnut Creek, California, United States - Plant-Nitrogen_D SG_4 metagenome",1,,,,,pending
PRJNA712350,"Enriched cells from switchgrass rhizosphere in EcoFAB chamber, Walnut Creek, California, United States - Plant-Control_C SG_11 metagenome",1,,,,,pending
PRJNA719981,Functional amplicon sequencing of suppressive soil,2,,,,,pending
PRJNA720816,SolACE - Root-associated microbiota from potato plants exposed to no stress and combined stresses,12,,,,,pending
PRJNA723704,The microbiome of three salt-tolerant plants,9,,,,,pending
PRJNA725617,metagenome of samples from the Dragon Shaped Water System,6,,,,,pending
PRJNA731454,Soil communities associated with the roots of Stipagrostis Metagenome,6,,,,,pending
PRJNA732600,Accounting GHGs emission and carbon flow in temporal shift of tropical mangrove to agriculture,4,,,,,pending
PRJNA746701,"Rhizosphere metagenomes from the Byers Peninsula, Livingston Island, Antarctica (62 S) Raw sequence reads",31,,,,,pending
PRJNA75059,Phyllosphere and Rhizosphere Microbial Communitites,1,,,,,pending
PRJNA751553,rhizosphere soil microbe squenceing of pioneer plants,9,,,,,pending
PRJNA756119,The cucurbit root-associated microbiome,9,,,,,pending
PRJNA756187,Functionality of the common bean microbiome through plant development,27,,,,,pending
PRJNA758121,Microbial metagenomic data of rhizosphere soil in tobacco continuous cropping fields,12,,,,,pending
PRJNA763048,Metagenome of Lettuce Rhizoshphere in Gauteng South Africa,15,,,,,pending
PRJNA766489,Culture-independent analysis of rhizosphere microbial communities associated with tomato plants,9,,,,,pending
PRJNA773609,Comparative Metagenomics of Paddy Microbiome,47,,,,,pending
PRJNA776090,Mult-omics Data of Citrus Reticulata 'Chachi',59,,,,,pending
PRJNA778086,Comparative metagenomic and metabolomic profiling of rhizospheres of Panax notoginseng grown under forest and field conditions,6,,,,,pending
PRJNA779832,"Metagenomic data from sediments, bulk soils, and rhizosphere soils in the riverine ecosystem of eastern China",31,,,,,pending
PRJNA780894,Galapagos San Cristobal plant-associated soil microbiome,6,,,,,pending
PRJNA782751,Shotgun metagenomic sequencing of wheat field soil,4,,,,,pending
PRJNA783518,Metagenome sequences of active rhizosphere,8,,,,,pending
PRJNA786841,Tylophora indica Metagenome,1,,,,,pending
PRJNA786857,Vaccinium populations in Portugal,9,,,,,pending
PRJNA789467,Disentangling the genetic basis of rhizosphere microbiome assembly in tomato (metagenomics part),114,,,,,pending
PRJNA792495,metagenome Assembly,6,,,,,pending
PRJNA795580,,16,,,,,pending
PRJNA796173,,1,,,,,pending
PRJNA798176,Oil palm rhizosphere R014GS3 Metagenomic assembly,1,,,,,pending
PRJNA798178,Oil palm rhizosphere R059GS3 Metagenomic assembly,1,,,,,pending
PRJNA798181,Oil palm rhizosphere R102GS3 Metagenomic assembly,1,,,,,pending
PRJNA799442,Robinia pseudoacacia L. soil Raw sequence reads,16,,,,,pending
PRJNA800574,Revealing underlying mechanism for biochar-mediated growth promotion of Chinese cherry using metagenome sequencing,3,,,,,pending
PRJNA801797,,1,,,,,pending
PRJNA810272,,24,,,,,pending
PRJNA818443,Maize microbiome from a long-term experiment in CENEB Mexico Metagenome,36,,,,,pending
PRJNA819491,Paddy soil Raw sequence reads,8,,,,,pending
PRJNA821718,Investigation of the diversities and functions of maize native microbial community towards plant health management,8,,,,,pending
PRJNA828360,,10,,,,,pending
PRJNA833565,Rhizosphere soil samples of different planting patterns Raw sequence reads,21,,,,,pending
PRJNA835122,Bacteria in rhizosphere,112,,,,,pending
PRJNA838064,Robinia pseudoacacia L. soil Raw sequence reads,48,,,,,pending
PRJNA844897,"Culturomics of Andropogon gerardii in Colby, Kansas, USA",40,,,,,pending
PRJNA853148,Metagenomic profiling of soil microbial communities associated with halophytes,5,,,,,pending
PRJNA855473,Effect of phosphate solubilizing bacteria on soil phosphorus fractions and microbial community,6,,,,,pending
PRJNA858550,Soil metagenome,2,,,,,pending
PRJNA869844,"unvegetated sediment, Typha angustifolia root sediment,Typha angustifolia root Raw sequence reads",3,,,,,pending
PRJNA871091,"Metagenomic analysis of the rhizosphere microbiome of drought-stressed, dry root rot infected field soil planted with chickpea by whole-genome shotgun sequencing.",9,,,,,pending
PRJNA875879,Resource availability along root branching order drives spatial assembly of microorganisms,24,,,,,pending
PRJNA876229,Genomes of rhizobacteria promoting canola growth Genome sequencing and assembly,3,,,,,pending
PRJNA878924,Capsicum annuum L. rhizosphere soil,6,,,,,pending
PRJNA882739,Striga hermonthica infested soil microbiome,4,,,,,pending
PRJNA888840,Metagenomic sequence of Rhizosphere microbiome infected with Striga hermontheca,12,,,,,pending
PRJNA889009,Desert soil microbiota culturomics,8,,,,,pending
PRJNA889583,Metagenomics sequence of Rhizosphere microbiome infected with Striga hermontheca,12,,,,,pending
PRJNA890392,Root-assiociated fungi of Pinus sylvestris var. mongolica in the Mu Us Desert,54,,,,,pending
PRJNA890906,Microbiome of salt treated wild soybean,16,,,,,pending
PRJNA895580,Detection of antibiotic resistance genes in soil and maize roots,6,,,,,pending
PRJNA896778,Metagenome sequencing of Rhizosphere and bulk microbes from rice paddy,36,,,,,pending
PRJNA901126,,5,,,,,pending
PRJNA901887,,5,,,,,pending
PRJNA904562,Metagenome sequencing of the rhizosphere and endosphere of common bean resistant to Fusarium oxysporum,30,,,,,pending
PRJNA907080,Romaine Lettuce Microbial Analysis,2,,,,,pending
PRJNA911313,Macrogenome of sugarcane rhizosphere soil under different nitrogen application levels,18,,,,,pending
PRJNA914482,Fokienia hodginsii Raw sequence reads,9,,,,,pending
PRJNA917217,SAEILMI AND MILYANG360 RHIZOSPHERE AND ENDOSPHERE MICROBIOME,24,,,,,pending
PRJNA917456,SAEILMI AND MILYANG360 RHIZOSPHERE AND ENDOSPHERE MICROBIOME Rep2,60,,,,,pending
PRJNA917505,Root-associated bacterial community,8,,,,,pending
PRJNA924161,,1,,,,,pending
PRJNA924230,,1,,,,,pending
PRJNA926253,,5,,,,,pending
PRJNA931801,soil metagenome inoculated without lactic acid bacteria Metagenome,2,,,,,pending
PRJNA931813,Rice (Oryza sativa L.) rhizosphere soil Genome sequencing and assembly,12,,,,,pending
PRJNA937903,Cereal rhizosphere metagenome for N cycling guild analyses,30,,,,,pending
PRJNA939938,Watermelon_metagenome,8,,,,,pending
PRJNA940606,Rhizosphere soils of wild rice (Oryza rufipogon) Metagenome,2,,,,,pending
PRJNA942264,Microbial Guilds and Niches Enable Targeted Modifications of the Microbiome,265,,,,,pending
PRJNA947344,Whole-metagenome shotgun sequencing of soil samples from Bhitarkanika mangrove ecosystem for bacterial community analysis,8,,,,,pending
PRJNA949703,"Rhizosphere soil microbial communities from rice plant in Newark, Delaware, United States - Rhiz_9BH_GED metagenome",1,,,,,pending
PRJNA949704,"Rhizosphere soil microbial communities from rice plants in Newark, Delaware, United States - Bulk_9BB_GED metagenome",1,,,,,pending
PRJNA952100,Metagenomic analysis of soil microbial communities,12,,,,,pending
PRJNA955173,Zea mays rhizobiome,6,,,,,pending
PRJNA967213,Fresh Fritillaria unibracteata rhizosphere soil Raw sequence reads,9,,,,,pending
PRJNA983103,rhizosphere metagenome Genome sequencing and assembly,1,,,,,pending
PRJNA985080,rhizosphere Raw sequence reads,44,,,,,pending
PRJNA985394,"Bacterial, eukaryotic and fungal communities in the seawater and root sediment surrounding seagrass Zostera marina Raw sequence reads",4,,,,,pending
PRJNA992358,Response of Nano-N (nano-urea) and Nano-Zn fertilizers to soil microbial community,8,,,,,pending
PRJNA993396,Response of Nano-N (nano-urea) and Nano-Zn fertilizers to soil microbial community in response to Mustard-Pearl millet ecosystem Metagenome,6,,,,,pending
